"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",1.4598540145985,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",1.492700729927,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",1.5620437956204,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",1.5620437956204,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2004","2004",1.5620437956204,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",1.456204379562,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",1.456204379562,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",1.456204379562,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2013","2013",1.2627737226277,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2014","2014",1.2627737226277,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2015","2015",1.3832116788321,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2016","2016",1.2189781021898,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2017","2017",1.2189781021898,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2018","2018",1.2189781021898,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2019","2019",0.61678832116788,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2020","2020",0.81751824817518,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2005","2005",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2006","2006",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2007","2007",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2009","2009",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2011","2011",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2012","2012",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2014","2014",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2015","2015",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2016","2016",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.33036675004022,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2005","2005",0.33206186843908,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2006","2006",0.33416350687224,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2007","2007",0.33669840947038,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.33929197906976,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2009","2009",0.34158616903938,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.34328623102957,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2011","2011",0.34421097379006,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2012","2012",0.34477991146741,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.34541216652182,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2014","2014",0.34612807292503,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2015","2015",0.34713748692593,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2016","2016",0.34769293567924,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",2.9213944959986,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",2.4852293641483,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",1.519261450563,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",1.2482699804349,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",1.6126758272149,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",1.0905749207561,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",2.4904466991699,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",3.2542815951479,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",5.6978013843136,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",5.6265188733675,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",2.6927761868269,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",2.2770678599437,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",1.8921676758128,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",2.4406503462835,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",1.9401423339616,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",1.7514031136923,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2016","2016",0.83138650440074,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2017","2017",1.3761906297359,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2018","2018",1.3216779798745,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2019","2019",1.2862929251138,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2020","2020",1.4594409031191,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.05426986087363,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.03194610337404,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.12137711427139,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.01431231537851,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.03565347533268,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.03618669349373,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.01753109477677,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.00745705976419,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.01563830180997,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.00104900606675,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.00330738514903,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.00938014177854,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.00480188473976,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.00688863375431,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.00695186016011,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.00535100501286,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2017","2017",0,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2018","2018",0.00237669010771,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2019","2019",0.00784857261067,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2020","2020",0.00430027735877,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",2.866526070483,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",2.452573347366,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",1.3970653274234,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",1.233219916841,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",1.5764800937022,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",1.0531446982763,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",2.4711968696111,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",3.2451674109917,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",5.6797571899175,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",5.6225851006172,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",2.686887427903,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",2.267072626901,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",1.8863153787862,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",2.4334654272064,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",1.9329754678172,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",1.7458568928614,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2016","2016",0.83138650440074,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2017","2017",1.3761325895592,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2018","2018",1.3190935584977,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2019","2019",1.2784443525031,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2020","2020",1.4551406257603,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",0.00059856464199,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",0.00070991340831,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",0.00081900886823,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",0.00073774821539,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",0.00054225817996,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",0.00124352898604,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",0.00171873478204,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",0.00165712439204,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",0.00240589258615,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",0.00288476668357,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",0.00258137377486,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",0.00061509126417,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",0.00105041228682,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",0.00029628532277,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2014","2014",0.00021500598433,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2015","2015",0.00019521581806,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2016","2016",0,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2017","2017",0.0000580401767,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2018","2018",0.00020773126905,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2019","2019",0,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2020","2020",0,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2000","2000",46.829676679995,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2001","2001",42.521900422511,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2002","2002",28.025142015275,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2003","2003",24.97846764204,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2004","2004",34.213285796328,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2005","2005",25.004178477796,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2006","2006",61.709316811834,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2007","2007",87.687371945833,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2008","2008",171.06928968385,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2009","2009",180.02687482244,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2010","2010",93.455473869492,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2011","2011",82.806054407277,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2012","2012",70.138228024873,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2013","2013",90.905634674344,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2014","2014",74.619054704082,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2015","2015",69.230585878035,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2016","2016",33.782427132578,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2017","2017",58.553187559716,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2018","2018",59.128485196778,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2019","2019",59.558438380069,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2020","2020",65.901154964135,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2000","2000",0.86994072237116,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2001","2001",0.54659302121345,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2002","2002",2.2389897825681,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2003","2003",0.28639614199502,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2004","2004",0.75639661772313,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2005","2005",0.82967114447419,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2006","2006",0.43439270633589,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2007","2007",0.20093220394322,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2008","2008",0.46952025914041,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2009","2009",0.03356414296609,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2010","2010",0.11478608875256,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2011","2011",0.34111084000837,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2012","2012",0.17799463077806,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2013","2013",0.25657736038586,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2014","2014",0.26737277183318,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2015","2015",0.21151795904704,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2016","2016",0,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2017","2017",0,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2018","2018",0.10632702367084,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2019","2019",0.36340768037965,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2020","2020",0.19417932168623,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2000","2000",45.950141023186,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2001","2001",41.963160889715,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2002","2002",25.771044339438,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2003","2003",24.677308812314,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2004","2004",33.445385047537,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2005","2005",24.145996297429,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2006","2006",61.232336585269,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2007","2007",87.441788141014,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2008","2008",170.52753553869,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2009","2009",179.90100928632,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2010","2010",93.251098638298,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2011","2011",82.442575643333,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2012","2012",69.921297068612,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2013","2013",90.638021728566,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2014","2014",74.343412671264,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2015","2015",69.011351302892,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2016","2016",33.782427132578,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2017","2017",58.550718107244,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2018","2018",59.01286480857,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2019","2019",59.19503069969,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2020","2020",65.706975642449,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2000","2000",0.00959493443792,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2001","2001",0.01214651158252,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2002","2002",0.01510789326969,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2003","2003",0.0147626877317,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2004","2004",0.01150413106803,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2005","2005",0.02851103589258,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2006","2006",0.04258752022901,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2007","2007",0.04465160087627,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2008","2008",0.0722338860216,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2009","2009",0.09230139315674,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2010","2010",0.08958914244102,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2011","2011",0.02236792393498,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2012","2012",0.0389363254827,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2013","2013",0.01103558539294,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2014","2014",0.00826926098453,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2015","2015",0.00771661609553,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2016","2016",0,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2017","2017",0.00246945247184,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2018","2018",0.00929336453678,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2019","2019",0,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2020","2020",0,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2000","2000",1.8576697172517,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2001","2001",1.2854388345355,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2002","2002",7.989218328841,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2003","2003",1.1465721040189,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2004","2004",2.2108271687962,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2005","2005",3.3181299885975,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2006","2006",0.70393374741201,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2007","2007",0.22914611247255,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2008","2008",0.27446203816484,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2009","2009",0.01864396246349,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2010","2010",0.12282436116354,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2011","2011",0.4119394921664,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2012","2012",0.25377691423133,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2013","2013",0.28224582701062,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2014","2014",0.35831701821137,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2015","2015",0.30552675001144,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2016","2016",0,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2017","2017",0,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2018","2018",0.17982368957531,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2019","2019",0.61016992766093,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2020","2020",0.29465238020776,,
"ALB","Albania","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2000","2000",98.121841278514,,
"ALB","Albania","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2001","2001",98.68599585803,,
"ALB","Albania","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2002","2002",91.956873315364,,
