"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,335003,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,326451,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,314519,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,300932,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,290347,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,279176,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,267586,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,257216,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,240456,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,231913,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,217605,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,212710,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,204733,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,192693,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,203865,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,195926,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,190975,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,180177,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,169137,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2019","2019","PER","Persons","0","Units",,,162030,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2020","2020","PER","Persons","0","Units",,,122071,,
"GBR","United Kingdom","T-ACCI-CAS","Road casualties (injured + killed)","2021","2021","PER","Persons","0","Units",,,135401,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2000","2000","PER","Persons","0","Units",,,67961,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2001","2001","PER","Persons","0","Units",,,65294,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2002","2002","PER","Persons","0","Units",,,64989,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2003","2003","PER","Persons","0","Units",,,65386,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2004","2004","PER","Persons","0","Units",,,62992,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2005","2005","PER","Persons","0","Units",,,63113,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2006","2006","PER","Persons","0","Units",,,63452,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2007","2007","PER","Persons","0","Units",,,64351,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2008","2008","PER","Persons","0","Units",,,62961,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2009","2009","PER","Persons","0","Units",,,61382,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2010","2010","PER","Persons","0","Units",,,59022,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2011","2011","PER","Persons","0","Units",,,61311,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2012","2012","PER","Persons","0","Units",,,56319,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2013","2013","PER","Persons","0","Units",,,53112,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2014","2014","PER","Persons","0","Units",,,53237,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2015","2015","PER","Persons","0","Units",,,51831,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2016","2016","PER","Persons","0","Units",,,51258,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2017","2017","PER","Persons","0","Units",,,48472,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2018","2018","PER","Persons","0","Units",,,48753,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2019","2019","PER","Persons","0","Units",,,47188,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2020","2020","PER","Persons","0","Units",,,36651,,
"BEL","Belgium","T-ACCI-INJ","Road injured","2021","2021","PER","Persons","0","Units",,,42050,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,3553,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,3810,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,3917,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,3641,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,3293,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,3161,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,3189,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,3448,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,4015,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,3784,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,4197,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,3978,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,3951,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,3521,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,3401,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,3363,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,3240,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,3295,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,3397,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2019","2019","PER","Persons","0","Units",,,3308,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2020","2020","PER","Persons","0","Units",,,2510,,
"MDA","Moldova","T-ACCI-CAS","Road casualties (injured + killed)","2021","2021","PER","Persons","0","Units",,,3117,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2000","2000","PER","Persons","0","Units",,,1603,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2001","2001","PER","Persons","0","Units",,,2228,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2002","2002","PER","Persons","0","Units",,,2486,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2003","2003","PER","Persons","0","Units",,,2691,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2004","2004","PER","Persons","0","Units",,,2766,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2005","2005","PER","Persons","0","Units",,,3668,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2006","2006","PER","Persons","0","Units",,,3606,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2007","2007","PER","Persons","0","Units",,,3432,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2008","2008","PER","Persons","0","Units",,,3232,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2009","2009","PER","Persons","0","Units",,,3044,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2010","2010","PER","Persons","0","Units",,,2871,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2011","2011","PER","Persons","0","Units",,,3031,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2012","2012","PER","Persons","0","Units",,,2997,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2013","2013","PER","Persons","0","Units",,,2948,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2014","2014","PER","Persons","0","Units",,,2676,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2015","2015","PER","Persons","0","Units",,,2265,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2016","2016","PER","Persons","0","Units",,,2003,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2017","2017","PER","Persons","0","Units",,,1719,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2018","2018","PER","Persons","0","Units",,,1711,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2019","2019","PER","Persons","0","Units",,,1702,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2020","2020","PER","Persons","0","Units",,,1410,,
"AZE","Azerbaijan","T-ACCI-INJ","Road injured","2021","2021","PER","Persons","0","Units",,,1452,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,1184,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,1231,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,1312,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,1188,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,1281,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,1156,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,1196,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,1209,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,1172,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,1069,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,1079,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,1577,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,1599,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,1582,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,1796,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,1711,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,1852,,
"MLT","Malta","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,1873,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2000","2000","PER","Persons","0","Units",,,498,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2001","2001","PER","Persons","0","Units",,,431,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2002","2002","PER","Persons","0","Units",,,463,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2003","2003","PER","Persons","0","Units",,,432,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2004","2004","PER","Persons","0","Units",,,369,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2005","2005","PER","Persons","0","Units",,,331,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2006","2006","PER","Persons","0","Units",,,306,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2007","2007","PER","Persons","0","Units",,,406,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2008","2008","PER","Persons","0","Units",,,406,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2009","2009","PER","Persons","0","Units",,,303,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2010","2010","PER","Persons","0","Units",,,255,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2011","2011","PER","Persons","0","Units",,,220,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2012","2012","PER","Persons","0","Units",,,167,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2013","2013","PER","Persons","0","Units",,,191,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2014","2014","PER","Persons","0","Units",,,182,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2015","2015","PER","Persons","0","Units",,,178,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2016","2016","PER","Persons","0","Units",,,211,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2017","2017","PER","Persons","0","Units",,,175,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2018","2018","PER","Persons","0","Units",,,171,,
"DNK","Denmark","T-ACCI-KIL","Road fatalities (30 days)","2019","2019","PER","Persons","0","Units",,,199,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2000","2000","PER","Persons","0","Units",,,179401,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2001","2001","PER","Persons","0","Units",,,187790,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2002","2002","PER","Persons","0","Units",,,215678,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2003","2003","PER","Persons","0","Units",,,243919,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2004","2004","PER","Persons","0","Units",,,251386,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2005","2005","PER","Persons","0","Units",,,274864,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2006","2006","PER","Persons","0","Units",,,285362,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2007","2007","PER","Persons","0","Units",,,292206,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2008","2008","PER","Persons","0","Units",,,270883,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2009","2009","PER","Persons","0","Units",,,255484,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2010","2010","PER","Persons","0","Units",,,250635,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2011","2011","PER","Persons","0","Units",,,251848,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2012","2012","PER","Persons","0","Units",,,258618,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2013","2013","PER","Persons","0","Units",,,258437,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2014","2014","PER","Persons","0","Units",,,251793,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2015","2015","PER","Persons","0","Units",,,231197,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2016","2016","PER","Persons","0","Units",,,221140,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2017","2017","PER","Persons","0","Units",,,215374,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2018","2018","PER","Persons","0","Units",,,214853,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2019","2019","PER","Persons","0","Units",,,210877,,
"RUS","Russian Federation","T-ACCI-INJ","Road injured","2020","2020","PER","Persons","0","Units",,,183040,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2000","2000","PER","Persons","0","Units",,,280,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2001","2001","PER","Persons","0","Units",,,297,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2002","2002","PER","Persons","0","Units",,,250,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2003","2003","PER","Persons","0","Units",,,260,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2004","2004","PER","Persons","0","Units",,,315,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2005","2005","PER","Persons","0","Units",,,308,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2006","2006","PER","Persons","0","Units",,,277,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2007","2007","PER","Persons","0","Units",,,384,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2008","2008","PER","Persons","0","Units",,,303,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2009","2009","PER","Persons","0","Units",,,378,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2010","2010","PER","Persons","0","Units",,,353,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2011","2011","PER","Persons","0","Units",,,322,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2012","2012","PER","Persons","0","Units",,,334,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2013","2013","PER","Persons","0","Units",,,295,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2014","2014","PER","Persons","0","Units",,,264,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2015","2015","PER","Persons","0","Units",,,270,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2016","2016","PER","Persons","0","Units",,,269,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2017","2017","PER","Persons","0","Units",,,222,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2018","2018","PER","Persons","0","Units",,,213,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2019","2019","PER","Persons","0","Units",,,227,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2020","2020","PER","Persons","0","Units",,,181,,
"ALB","Albania","T-ACCI-KIL","Road fatalities (30 days)","2021","2021","PER","Persons","0","Units",,,197,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,169760,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,161665,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,145081,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,121660,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,113959,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,113394,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,106834,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,107821,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,98073,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,95207,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,88453,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,85214,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,79504,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,73875,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,76432,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,74263,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,76122,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,76832,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,73135,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2019","2019","PER","Persons","0","Units",,,73734,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2020","2020","PER","Persons","0","Units",,,58377,,
"FRA","France","T-ACCI-CAS","Road casualties (injured + killed)","2021","2021","PER","Persons","0","Units",,,70001,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2000","2000","PER","Persons","0","Units",,,1048,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2001","2001","PER","Persons","0","Units",,,1273,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2002","2002","PER","Persons","0","Units",,,847,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2003","2003","PER","Persons","0","Units",,,858,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2004","2004","PER","Persons","0","Units",,,953,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2005","2005","PER","Persons","0","Units",,,841,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2006","2006","PER","Persons","0","Units",,,900,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2007","2007","PER","Persons","0","Units",,,962,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2008","2008","PER","Persons","0","Units",,,897,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2009","2009","PER","Persons","0","Units",,,808,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2010","2010","PER","Persons","0","Units",,,656,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2011","2011","PER","Persons","0","Units",,,728,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2012","2012","PER","Persons","0","Units",,,684,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2013","2013","PER","Persons","0","Units",,,646,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2014","2014","PER","Persons","0","Units",,,536,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2015","2015","PER","Persons","0","Units",,,601,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2016","2016","PER","Persons","0","Units",,,606,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2017","2017","PER","Persons","0","Units",,,578,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2018","2018","PER","Persons","0","Units",,,542,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2019","2019","PER","Persons","0","Units",,,531,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2020","2020","PER","Persons","0","Units",,,492,,
"SRB","Serbia, Republic of","T-ACCI-KIL","Road fatalities (30 days)","2021","2021","PER","Persons","0","Units",,,518,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,155557,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,155116,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,152264,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,156034,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,143124,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,137251,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,147554,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,146344,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,134047,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,127680,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,122823,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,117687,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,117793,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,126400,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,128320,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,136144,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,142200,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,140992,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,140415,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2019","2019","PER","Persons","0","Units",,,141113,,
"ESP","Spain","T-ACCI-CAS","Road casualties (injured + killed)","2020","2020","PER","Persons","0","Units",,,95932,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2000","2000","PER","Persons","0","Units",,,3,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2001","2001","PER","Persons","0","Units",,,2,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2002","2002","PER","Persons","0","Units",,,0,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2003","2003","PER","Persons","0","Units",,,5,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2004","2004","PER","Persons","0","Units",,,1,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2005","2005","PER","Persons","0","Units",,,2,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2006","2006","PER","Persons","0","Units",,,0,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2007","2007","PER","Persons","0","Units",,,0,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2008","2008","PER","Persons","0","Units",,,1,,
"LIE","Liechtenstein","T-ACCI-KIL","Road fatalities (30 days)","2009","2009","PER","Persons","0","Units",,,1,,
