"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","T-ACCI-KIL","Road fatalities (30 days)","2018","2018","PER","Persons","0","Units",,,91,,
"SVN","Slovenia","T-ACCI-KIL","Road fatalities (30 days)","2019","2019","PER","Persons","0","Units",,,102,,
"SVN","Slovenia","T-ACCI-KIL","Road fatalities (30 days)","2020","2020","PER","Persons","0","Units",,,80,,
"SVN","Slovenia","T-ACCI-KIL","Road fatalities (30 days)","2021","2021","PER","Persons","0","Units",,,114,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2000","2000","PER","Persons","0","Units",,,8030,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2001","2001","PER","Persons","0","Units",,,7984,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2002","2002","PER","Persons","0","Units",,,8100,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2003","2003","PER","Persons","0","Units",,,8488,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2004","2004","PER","Persons","0","Units",,,9308,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2005","2005","PER","Persons","0","Units",,,10112,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2006","2006","PER","Persons","0","Units",,,10215,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2007","2007","PER","Persons","0","Units",,,9827,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2008","2008","PER","Persons","0","Units",,,9952,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2009","2009","PER","Persons","0","Units",,,8674,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2010","2010","PER","Persons","0","Units",,,8078,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2011","2011","PER","Persons","0","Units",,,8301,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2012","2012","PER","Persons","0","Units",,,8193,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2013","2013","PER","Persons","0","Units",,,8775,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2014","2014","PER","Persons","0","Units",,,8639,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2015","2015","PER","Persons","0","Units",,,8971,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2016","2016","PER","Persons","0","Units",,,9374,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2017","2017","PER","Persons","0","Units",,,8680,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2018","2018","PER","Persons","0","Units",,,8466,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2019","2019","PER","Persons","0","Units",,,8499,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2020","2020","PER","Persons","0","Units",,,7121,,
"BGR","Bulgaria","T-ACCI-INJ","Road injured","2021","2021","PER","Persons","0","Units",,,7609,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,12673,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,12112,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,12084,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,11684,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,10368,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,10218,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,9862,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,10474,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,10060,,
"NLD","Netherlands","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,7744,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,2502,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,1937,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,2600,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,2868,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,3077,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,4319,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,5076,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,6306,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,6886,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,6891,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,6357,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,7025,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,6281,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,6682,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,6186,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,6061,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,6136,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,6379,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,5993,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2019","2019","PER","Persons","0","Units",,,5296,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2020","2020","PER","Persons","0","Units",,,5866,,
"MKD","North Macedonia","T-ACCI-CAS","Road casualties (injured + killed)","2021","2021","PER","Persons","0","Units",,,6775,,
"EST","Estonia","T-ACCI-INJ","Road injured","2000","2000","PER","Persons","0","Units",,,1843,,
"EST","Estonia","T-ACCI-INJ","Road injured","2001","2001","PER","Persons","0","Units",,,2443,,
"EST","Estonia","T-ACCI-INJ","Road injured","2002","2002","PER","Persons","0","Units",,,2868,,
"EST","Estonia","T-ACCI-INJ","Road injured","2003","2003","PER","Persons","0","Units",,,2540,,
"EST","Estonia","T-ACCI-INJ","Road injured","2004","2004","PER","Persons","0","Units",,,2875,,
"EST","Estonia","T-ACCI-INJ","Road injured","2005","2005","PER","Persons","0","Units",,,3027,,
"EST","Estonia","T-ACCI-INJ","Road injured","2006","2006","PER","Persons","0","Units",,,3508,,
"EST","Estonia","T-ACCI-INJ","Road injured","2007","2007","PER","Persons","0","Units",,,3271,,
"EST","Estonia","T-ACCI-INJ","Road injured","2008","2008","PER","Persons","0","Units",,,2398,,
"EST","Estonia","T-ACCI-INJ","Road injured","2009","2009","PER","Persons","0","Units",,,1931,,
"EST","Estonia","T-ACCI-INJ","Road injured","2010","2010","PER","Persons","0","Units",,,1720,,
"EST","Estonia","T-ACCI-INJ","Road injured","2011","2011","PER","Persons","0","Units",,,1879,,
"EST","Estonia","T-ACCI-INJ","Road injured","2012","2012","PER","Persons","0","Units",,,1707,,
"EST","Estonia","T-ACCI-INJ","Road injured","2013","2013","PER","Persons","0","Units",,,1680,,
"EST","Estonia","T-ACCI-INJ","Road injured","2014","2014","PER","Persons","0","Units",,,1712,,
"EST","Estonia","T-ACCI-INJ","Road injured","2015","2015","PER","Persons","0","Units",,,1725,,
"EST","Estonia","T-ACCI-INJ","Road injured","2016","2016","PER","Persons","0","Units",,,1846,,
"EST","Estonia","T-ACCI-INJ","Road injured","2017","2017","PER","Persons","0","Units",,,1725,,
"EST","Estonia","T-ACCI-INJ","Road injured","2018","2018","PER","Persons","0","Units",,,1832,,
"EST","Estonia","T-ACCI-INJ","Road injured","2019","2019","PER","Persons","0","Units",,,1733,,
"EST","Estonia","T-ACCI-INJ","Road injured","2020","2020","PER","Persons","0","Units",,,1577,,
"EST","Estonia","T-ACCI-INJ","Road injured","2021","2021","PER","Persons","0","Units",,,1768,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2000","2000","PER","Persons","0","Units",,,1857,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2001","2001","PER","Persons","0","Units",,,1671,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2002","2002","PER","Persons","0","Units",,,1675,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2003","2003","PER","Persons","0","Units",,,1546,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2004","2004","PER","Persons","0","Units",,,1294,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2005","2005","PER","Persons","0","Units",,,1247,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2006","2006","PER","Persons","0","Units",,,969,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2007","2007","PER","Persons","0","Units",,,974,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2008","2008","PER","Persons","0","Units",,,885,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2009","2009","PER","Persons","0","Units",,,737,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2010","2010","PER","Persons","0","Units",,,937,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2011","2011","PER","Persons","0","Units",,,891,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2012","2012","PER","Persons","0","Units",,,718,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2013","2013","PER","Persons","0","Units",,,637,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2014","2014","PER","Persons","0","Units",,,638,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2015","2015","PER","Persons","0","Units",,,593,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2016","2016","PER","Persons","0","Units",,,563,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2017","2017","PER","Persons","0","Units",,,602,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2018","2018","PER","Persons","0","Units",,,704,"B","Break"
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2019","2019","PER","Persons","0","Units",,,689,,
"PRT","Portugal","T-ACCI-KIL","Road fatalities (30 days)","2020","2020","PER","Persons","0","Units",,,536,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,8088,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,7997,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,9200,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,9125,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,9210,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,9720,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,10558,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,9508,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,9141,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,8520,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,8022,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,7534,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,6608,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,5927,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,5611,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,5088,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,4511,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,4209,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,4229,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2019","2019","PER","Persons","0","Units",,,4323,,
"BLR","Belarus","T-ACCI-CAS","Road casualties (injured + killed)","2020","2020","PER","Persons","0","Units",,,4307,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,30650,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,30704,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,30287,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,30644,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,29256,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,27163,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,27088,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,27516,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,25913,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,25479,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,24564,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,23562,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,22557,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,21648,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,21764,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,21791,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,21608,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,21643,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,22064,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2019","2019","PER","Persons","0","Units",,,21467,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2020","2020","PER","Persons","0","Units",,,20022,,
"CHE","Switzerland","T-ACCI-CAS","Road casualties (injured + killed)","2021","2021","PER","Persons","0","Units",,,20734,,
"AUT","Austria","T-ACCI-INJ","Road injured","2000","2000","PER","Persons","0","Units",,,54929,,
"AUT","Austria","T-ACCI-INJ","Road injured","2001","2001","PER","Persons","0","Units",,,56265,,
"AUT","Austria","T-ACCI-INJ","Road injured","2002","2002","PER","Persons","0","Units",,,56684,,
"AUT","Austria","T-ACCI-INJ","Road injured","2003","2003","PER","Persons","0","Units",,,56881,,
"AUT","Austria","T-ACCI-INJ","Road injured","2004","2004","PER","Persons","0","Units",,,55857,,
"AUT","Austria","T-ACCI-INJ","Road injured","2005","2005","PER","Persons","0","Units",,,53234,,
"AUT","Austria","T-ACCI-INJ","Road injured","2006","2006","PER","Persons","0","Units",,,51930,,
"AUT","Austria","T-ACCI-INJ","Road injured","2007","2007","PER","Persons","0","Units",,,53211,,
"AUT","Austria","T-ACCI-INJ","Road injured","2008","2008","PER","Persons","0","Units",,,50521,,
"AUT","Austria","T-ACCI-INJ","Road injured","2009","2009","PER","Persons","0","Units",,,49158,,
"AUT","Austria","T-ACCI-INJ","Road injured","2010","2010","PER","Persons","0","Units",,,45858,,
"AUT","Austria","T-ACCI-INJ","Road injured","2011","2011","PER","Persons","0","Units",,,45025,,
"AUT","Austria","T-ACCI-INJ","Road injured","2012","2012","PER","Persons","0","Units",,,50895,"B","Break"
"AUT","Austria","T-ACCI-INJ","Road injured","2013","2013","PER","Persons","0","Units",,,48044,,
"AUT","Austria","T-ACCI-INJ","Road injured","2014","2014","PER","Persons","0","Units",,,47670,,
"AUT","Austria","T-ACCI-INJ","Road injured","2015","2015","PER","Persons","0","Units",,,47366,,
"AUT","Austria","T-ACCI-INJ","Road injured","2016","2016","PER","Persons","0","Units",,,48393,,
"AUT","Austria","T-ACCI-INJ","Road injured","2017","2017","PER","Persons","0","Units",,,47258,,
"AUT","Austria","T-ACCI-INJ","Road injured","2018","2018","PER","Persons","0","Units",,,46525,,
"AUT","Austria","T-ACCI-INJ","Road injured","2019","2019","PER","Persons","0","Units",,,45140,,
"AUT","Austria","T-ACCI-INJ","Road injured","2020","2020","PER","Persons","0","Units",,,37730,,
"AUT","Austria","T-ACCI-INJ","Road injured","2021","2021","PER","Persons","0","Units",,,40889,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,1333,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,1248,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,1165,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,1105,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,1040,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,1100,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,1132,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,1371,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,1274,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,1204,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,1217,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,1341,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,1412,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,1297,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,1261,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,1384,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,1235,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2017","2017","PER","Persons","0","Units",,,1307,,
"LUX","Luxembourg","T-ACCI-CAS","Road casualties (injured + killed)","2018","2018","PER","Persons","0","Units",,,1254,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2000","2000","PER","Persons","0","Units",,,396,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2001","2001","PER","Persons","0","Units",,,433,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2002","2002","PER","Persons","0","Units",,,415,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2003","2003","PER","Persons","0","Units",,,379,"B","Break"
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2004","2004","PER","Persons","0","Units",,,375,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2005","2005","PER","Persons","0","Units",,,379,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2006","2006","PER","Persons","0","Units",,,336,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2007","2007","PER","Persons","0","Units",,,380,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2008","2008","PER","Persons","0","Units",,,344,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2009","2009","PER","Persons","0","Units",,,279,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2010","2010","PER","Persons","0","Units",,,272,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2011","2011","PER","Persons","0","Units",,,292,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2012","2012","PER","Persons","0","Units",,,255,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2013","2013","PER","Persons","0","Units",,,258,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2014","2014","PER","Persons","0","Units",,,229,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2015","2015","PER","Persons","0","Units",,,270,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2016","2016","PER","Persons","0","Units",,,258,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2017","2017","PER","Persons","0","Units",,,238,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2018","2018","PER","Persons","0","Units",,,239,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2019","2019","PER","Persons","0","Units",,,211,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2020","2020","PER","Persons","0","Units",,,223,,
"FIN","Finland","T-ACCI-KIL","Road fatalities (30 days)","2021","2021","PER","Persons","0","Units",,,225,"P","Provisional value"
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2000","2000","PER","Persons","0","Units",,,10074,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2001","2001","PER","Persons","0","Units",,,10839,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2002","2002","PER","Persons","0","Units",,,10263,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2003","2003","PER","Persons","0","Units",,,11321,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2004","2004","PER","Persons","0","Units",,,11190,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2005","2005","PER","Persons","0","Units",,,10490,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2006","2006","PER","Persons","0","Units",,,10692,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2007","2007","PER","Persons","0","Units",,,11310,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2008","2008","PER","Persons","0","Units",,,11040,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2009","2009","PER","Persons","0","Units",,,8534,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2010","2010","PER","Persons","0","Units",,,8150,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2011","2011","PER","Persons","0","Units",,,7057,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2012","2012","PER","Persons","0","Units",,,6438,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2013","2013","PER","Persons","0","Units",,,6311,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2014","2014","PER","Persons","0","Units",,,6617,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2015","2015","PER","Persons","0","Units",,,6749,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2016","2016","PER","Persons","0","Units",,,6941,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2017","2017","PER","Persons","0","Units",,,6884,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2018","2018","PER","Persons","0","Units",,,6915,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2019","2019","PER","Persons","0","Units",,,6565,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2020","2020","PER","Persons","0","Units",,,5376,,
"SVK","Slovak Republic","T-ACCI-INJ","Road injured","2021","2021","PER","Persons","0","Units",,,5373,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2000","2000","PER","Persons","0","Units",,,9590,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2001","2001","PER","Persons","0","Units",,,8896,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2002","2002","PER","Persons","0","Units",,,9254,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2003","2003","PER","Persons","0","Units",,,8844,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2004","2004","PER","Persons","0","Units",,,7915,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2005","2005","PER","Persons","0","Units",,,6919,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2006","2006","PER","Persons","0","Units",,,6821,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2007","2007","PER","Persons","0","Units",,,7062,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2008","2008","PER","Persons","0","Units",,,6329,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2009","2009","PER","Persons","0","Units",,,5250,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2010","2010","PER","Persons","0","Units",,,4408,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2011","2011","PER","Persons","0","Units",,,4259,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2012","2012","PER","Persons","0","Units",,,3778,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2013","2013","PER","Persons","0","Units",,,3585,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2014","2014","PER","Persons","0","Units",,,3375,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2015","2015","PER","Persons","0","Units",,,3334,,
"DNK","Denmark","T-ACCI-CAS","Road casualties (injured + killed)","2016","2016","PER","Persons","0","Units",,,3439,,
